"TT1" "TT2" "TT3" "TT25" "TT26" "TT27"
"ENSG00000244169" 0 0 0 0 0 0
"ENSG00000271898" 0 0 0 0 0 0
"ENSG00000266745" 1 0 0 0 0 0
"ENSG00000212269" 0 0 0 0 0 0
"ENSG00000206728" 0 6 4 1 0 0
"ENSG00000281863" 0 0 0 0 0 0
"ENSG00000199815" 0 0 0 0 0 0
"ENSG00000238912" 2 0 0 0 0 0
"ENSG00000199927" 0 0 0 0 0 0
"ENSG00000201545" 0 1 0 0 0 1
"ENSG00000265028" 0 0 0 0 0 0
"ENSG00000199577" 0 0 0 0 0 0
"ENSG00000283885" 0 0 0 0 0 0
"ENSG00000265376" 0 0 0 0 0 0
"ENSG00000201033" 0 0 0 0 0 0
"ENSG00000244404" 0 0 0 0 0 0
"ENSG00000276147" 0 0 0 0 0 0
"ENSG00000281710" 0 0 0 0 0 0
"ENSG00000206807" 0 0 0 0 0 0
"ENSG00000201713" 0 0 0 0 0 0
"ENSG00000199609" 0 0 0 0 0 0
"ENSG00000212442" 0 0 0 0 0 0
"ENSG00000201962" 0 0 0 0 0 0
"ENSG00000275090" 0 0 0 0 0 0
"ENSG00000222983" 0 0 0 0 0 0
"ENSG00000202175" 0 1 0 0 0 0
"ENSG00000201315" 0 0 0 0 0 0
"ENSG00000252700" 1 2 3 0 0 0
"ENSG00000207251" 0 0 0 0 0 0
"ENSG00000207625" 0 0 0 0 0 0
"ENSG00000199075" 0 0 0 0 0 0
"ENSG00000222208" 0 0 0 0 0 0
"ENSG00000206645" 0 0 0 0 0 0
"ENSG00000199594" 0 0 0 1 0 0
"ENSG00000199514" 0 0 0 0 0 0
"ENSG00000206760" 0 0 0 0 0 0
"ENSG00000202363" 0 0 0 0 0 0
"ENSG00000241939" 2 0 0 1 0 0
"ENSG00000251811" 0 0 0 2 0 0
"ENSG00000199906" 8 1 5 0 1 1
"ENSG00000202268" 0 0 0 0 0 0
"ENSG00000252562" 1 0 0 0 0 0
"ENSG00000252410" 0 0 0 0 0 0
"ENSG00000214305" 0 0 0 0 0 0
"ENSG00000252409" 0 0 0 0 0 0
"ENSG00000222942" 0 0 0 0 0 0
"ENSG00000201701" 0 0 0 0 0 0
"ENSG00000239105" 0 0 0 0 0 0
"ENSG00000251986" 0 0 0 0 0 0
"ENSG00000252398" 0 0 0 0 0 0
"ENSG00000212145" 2 0 0 0 0 1
"ENSG00000210181" 0 0 0 0 0 0
"ENSG00000222872" 0 0 1 1 0 3
"ENSG00000271841" 0 0 0 0 1 0
"ENSG00000264706" 0 0 0 0 0 0
"ENSG00000284498" 0 0 0 0 0 2
"ENSG00000272543" 0 0 0 0 0 0
"ENSG00000252980" 3 1 1 0 0 0
"ENSG00000284158" 0 0 0 0 0 1
"ENSG00000207922" 0 0 0 0 1 0
"ENSG00000221015" 0 0 0 0 0 0
"ENSG00000201595" 0 0 0 0 0 0
"ENSG00000212392" 0 0 0 0 0 0
"ENSG00000252768" 11 2 1 4 0 0
"ENSG00000206918" 0 0 0 0 0 0
"ENSG00000221518" 1 3 6 2 0 3
"ENSG00000202428" 0 0 0 0 0 0
"ENSG00000212493" 7 8 20 6 3 4
"ENSG00000222345" 25 24 38 24 24 14
"ENSG00000212452" 12 8 4 8 6 2
"ENSG00000210841" 0 0 0 0 0 0
"ENSG00000200222" 0 0 0 0 0 0
"ENSG00000283298" 0 0 0 0 0 0
"ENSG00000206815" 0 3 0 0 0 1
"ENSG00000252828" 0 0 0 0 0 0
"ENSG00000283726" 0 0 0 0 0 0
"ENSG00000244632" 0 0 0 0 0 0
"ENSG00000252449" 0 0 0 0 0 0
"ENSG00000252301" 0 0 0 0 0 0
"ENSG00000278554" 0 0 0 0 0 0
"ENSG00000243957" 0 0 0 0 0 0
"ENSG00000252937" 0 0 0 0 0 0
"ENSG00000242638" 0 0 0 0 0 0
"ENSG00000201570" 0 0 0 0 0 0
"ENSG00000276890" 0 0 0 0 0 0
"ENSG00000239119" 0 0 0 0 0 0
"ENSG00000277592" 0 0 0 0 0 0
"ENSG00000223247" 0 0 0 0 0 0
"ENSG00000206891" 0 0 0 0 0 0
"ENSG00000252420" 0 0 0 0 0 0
"ENSG00000238959" 0 0 0 0 0 0
"ENSG00000281426" 0 0 0 0 0 0
"ENSG00000265327" 0 0 0 0 0 0
"ENSG00000212211" 2 0 0 0 0 0
"ENSG00000252184" 1 0 0 0 0 0
"ENSG00000202517" 1 0 0 0 0 0
"ENSG00000275789" 1 0 0 0 0 0
"ENSG00000283894" 0 0 0 0 0 0
"ENSG00000222934" 0 0 0 0 0 0
"ENSG00000202322" 0 0 0 0 0 0
"ENSG00000283367" 0 0 0 0 0 0
"ENSG00000212340" 2 0 0 0 0 0
"ENSG00000239250" 0 0 0 0 0 0
"ENSG00000207316" 0 0 0 0 0 0
"ENSG00000206939" 0 0 0 0 0 0
"ENSG00000212598" 0 0 0 0 0 0
"ENSG00000240964" 4 0 0 2 2 2
"ENSG00000200703" 0 0 0 0 0 0
"ENSG00000265193" 0 0 0 0 0 0
"ENSG00000265355" 0 0 0 0 0 0
"ENSG00000222389" 2 1 10 0 3 0
"ENSG00000266396" 0 0 0 0 0 0
"ENSG00000222574" 0 0 0 0 0 0
"ENSG00000206712" 24 8 15 6 3 3
"ENSG00000207331" 6 4 2 2 2 0
"ENSG00000275108" 2 0 2 0 0 1
"ENSG00000278103" 0 0 0 0 0 0
"ENSG00000251773" 0 0 0 0 0 0
"ENSG00000265328" 0 0 0 0 0 0
"ENSG00000264897" 0 0 0 0 0 0
"ENSG00000252889" 0 0 0 0 0 0
"ENSG00000266780" 0 0 0 0 0 0
"ENSG00000207954" 5 4 8 9 2 2
"ENSG00000221206" 0 0 0 0 0 0
"ENSG00000202177" 0 0 0 0 0 0
"ENSG00000222490" 0 0 0 0 0 0
"ENSG00000265956" 0 0 0 0 0 0
"ENSG00000201065" 0 0 0 0 0 0
"ENSG00000275334" 0 0 0 0 0 0
"ENSG00000207310" 0 0 0 0 0 0
"ENSG00000243359" 0 0 0 0 0 0
"ENSG00000221264" 2 3 0 0 1 0
"ENSG00000241156" 0 0 0 0 0 0
"ENSG00000201922" 0 0 0 0 0 0
"ENSG00000275670" 0 1 0 0 0 0
"ENSG00000264477" 0 0 0 0 0 0
"ENSG00000265433" 0 0 0 0 0 0
"ENSG00000200372" 0 0 0 0 0 0
"ENSG00000243544" 0 2 0 0 0 0
"ENSG00000222057" 0 0 0 0 0 0
"ENSG00000202379" 2 9 2 1 3 2
"ENSG00000278072" 0 0 0 0 0 0
"ENSG00000274732" 0 0 0 0 0 0
"ENSG00000252965" 2 6 4 1 5 6
"ENSG00000252651" 0 0 0 0 0 0
"ENSG00000252642" 0 0 0 0 0 0
"ENSG00000241529" 4 10 9 8 14 5
"ENSG00000207940" 0 0 0 2 0 0
"ENSG00000201426" 0 0 0 0 0 0
"ENSG00000265253" 0 0 0 0 0 0
"ENSG00000222883" 0 0 0 0 0 0
"ENSG00000199520" 0 0 0 0 0 0
"ENSG00000221633" 0 0 0 0 0 0
"ENSG00000201210" 0 0 0 0 0 1
"ENSG00000222627" 5 0 0 0 0 0
"ENSG00000212344" 0 0 0 0 0 0
"ENSG00000202388" 0 0 0 0 0 0
"ENSG00000275067" 0 0 0 0 0 0
"ENSG00000276083" 0 0 0 0 0 0
"ENSG00000199286" 0 0 0 0 0 0
"ENSG00000201288" 0 0 0 0 0 0
"ENSG00000206889" 1 0 0 1 0 0
"ENSG00000252953" 0 0 0 0 0 0
"ENSG00000212556" 0 0 0 0 0 0
"ENSG00000284421" 0 0 0 0 0 0
"ENSG00000277635" 0 0 0 0 0 0
"ENSG00000264986" 0 0 0 0 0 0
"ENSG00000249020" 6 4 8 1 0 0
"ENSG00000201827" 0 0 0 0 0 0
"ENSG00000199327" 0 0 0 0 0 0
"ENSG00000280904" 0 1 0 0 0 0
"ENSG00000252787" 0 0 0 0 0 0
"ENSG00000238862" 0 0 0 0 0 0
"ENSG00000200571" 2 0 0 0 1 0
"ENSG00000201325" 0 0 0 0 0 0
"ENSG00000252914" 0 0 0 0 0 0
"ENSG00000201600" 0 0 0 0 0 1
"ENSG00000244692" 2 0 1 0 0 0
"ENSG00000271922" 0 0 0 0 0 0
"ENSG00000201398" 0 0 0 0 0 0
"ENSG00000265813" 0 0 0 0 0 0
"ENSG00000200389" 1 0 0 0 0 0
"ENSG00000272020" 0 0 0 0 0 0
"ENSG00000272096" 3 0 0 0 0 1
"ENSG00000222778" 0 0 0 0 0 0
"ENSG00000200610" 0 0 0 0 0 0
"ENSG00000206604" 0 0 0 0 0 0
"ENSG00000200361" 0 0 0 0 0 0
"ENSG00000251751" 0 0 0 0 0 0
"ENSG00000251804" 0 0 0 0 0 1
"ENSG00000202125" 2 6 8 2 2 6
"ENSG00000252626" 0 0 0 0 0 0
"ENSG00000263634" 0 0 0 0 0 0
"ENSG00000252763" 1 0 0 0 0 0
"ENSG00000201778" 0 0 0 0 0 0
"ENSG00000251759" 0 0 0 0 0 0
"ENSG00000207323" 0 0 0 0 0 0
"ENSG00000222357" 0 0 0 0 0 0
"ENSG00000222499" 0 0 0 0 0 0
"ENSG00000200052" 0 0 0 0 0 0
"ENSG00000201217" 6 5 2 2 4 6
"ENSG00000252581" 1 5 0 0 4 7
"ENSG00000238924" 0 0 0 0 0 0
"ENSG00000200118" 2 0 0 0 0 0
"ENSG00000201800" 1 1 0 1 0 0
"ENSG00000283474" 0 0 0 0 0 0
"ENSG00000265859" 0 0 0 0 0 0
"ENSG00000207963" 0 0 1 0 0 0
"ENSG00000222506" 0 0 0 0 0 0
"ENSG00000207717" 0 0 0 0 0 0
"ENSG00000200162" 0 0 0 0 0 0
"ENSG00000252028" 0 0 0 0 0 0
"ENSG00000201342" 0 0 0 0 0 0
"ENSG00000200288" 0 0 0 0 0 0
"ENSG00000199536" 0 0 0 1 0 0
"ENSG00000199858" 0 0 0 0 0 0
"ENSG00000252082" 0 0 0 0 0 0
"ENSG00000206777" 0 0 0 0 0 0
"ENSG00000242201" 0 0 0 0 0 0
"ENSG00000239093" 0 0 1 0 0 0
"ENSG00000201860" 0 0 0 0 0 0
"ENSG00000277925" 0 0 0 0 0 0
"ENSG00000207351" 0 0 0 0 0 0
"ENSG00000278234" 0 0 0 0 0 0
"ENSG00000221251" 0 0 0 0 0 0
"ENSG00000283333" 0 0 0 0 0 0
"ENSG00000201229" 1 0 0 0 1 0
"ENSG00000207114" 0 0 0 0 0 0
"ENSG00000253020" 0 0 0 0 0 0
"ENSG00000263932" 0 0 0 0 0 0
"ENSG00000252982" 0 0 0 0 0 0
"ENSG00000252257" 0 0 0 0 0 0
"ENSG00000201343" 0 0 0 0 0 1
"ENSG00000202502" 1 0 0 0 0 0
"ENSG00000199986" 0 0 0 0 0 0
"ENSG00000212146" 0 1 0 0 0 0
"ENSG00000207156" 0 0 0 0 0 0
"ENSG00000199488" 0 0 0 0 0 0
"ENSG00000265333" 0 0 0 0 1 0
"ENSG00000216058" 0 0 0 0 0 0
"ENSG00000207368" 1 0 0 0 0 0
"ENSG00000200355" 22 12 16 0 6 3
"ENSG00000206932" 0 0 0 0 0 0
"ENSG00000277118" 0 4 1 0 0 0
"ENSG00000252172" 1 2 2 4 0 2
"ENSG00000252302" 0 0 0 0 0 0
"ENSG00000244314" 0 0 1 0 0 0
"ENSG00000253092" 0 0 0 0 5 0
"ENSG00000201458" 8 5 2 2 1 0
"ENSG00000264974" 0 0 0 0 0 0
"ENSG00000266317" 0 0 0 0 0 0
"ENSG00000200882" 1 0 0 0 0 0
"ENSG00000251854" 0 0 0 0 0 0
"ENSG00000207370" 2 3 6 1 0 6
"ENSG00000199792" 0 0 0 0 0 0
"ENSG00000206600" 0 0 0 0 0 0
"ENSG00000251730" 0 0 0 0 0 0
"ENSG00000201648" 0 0 0 0 0 0
"ENSG00000199363" 0 0 0 0 0 0
"ENSG00000201452" 0 0 0 0 0 0
"ENSG00000265850" 0 0 0 0 0 0
"ENSG00000223117" 1 3 0 0 0 0
"ENSG00000276074" 0 0 0 0 0 0
"ENSG00000276690" 0 0 0 0 0 0
"ENSG00000278026" 0 0 0 0 0 0
"ENSG00000199839" 0 0 0 0 0 0
"ENSG00000201810" 0 0 0 0 0 0
"ENSG00000222675" 0 0 0 0 0 0
"ENSG00000222792" 0 0 0 0 0 0
"ENSG00000252620" 0 5 1 0 7 1
"ENSG00000202412" 1 0 0 0 0 0
"ENSG00000252336" 0 0 0 0 0 0
"ENSG00000283509" 3 1 1 1 1 0
"ENSG00000206644" 0 0 0 0 0 0
"ENSG00000201622" 0 2 0 0 0 0
"ENSG00000199306" 0 0 0 0 0 0
"ENSG00000207651" 0 0 0 1 0 1
"ENSG00000241868" 0 1 1 1 0 0
"ENSG00000243339" 5 7 6 3 2 2
"ENSG00000243991" 0 0 0 0 0 0
"ENSG00000207650" 8 2 9 1 2 0
"ENSG00000212297" 0 0 0 0 0 0
"ENSG00000284146" 0 0 0 0 0 0
"ENSG00000265882" 0 0 0 0 0 0
"ENSG00000212489" 0 0 0 0 0 0
"ENSG00000243398" 7 4 1 6 1 2
"ENSG00000222335" 0 0 0 0 0 0
"ENSG00000265470" 0 0 0 0 0 0
"ENSG00000242811" 0 0 0 0 0 0
"ENSG00000144820" 0 2 1 0 2 0
"ENSG00000252989" 0 0 0 0 0 0
"ENSG00000243495" 0 0 0 0 0 0
"ENSG00000213431" 0 0 0 0 0 0
"ENSG00000201642" 0 0 0 0 0 0
"ENSG00000240521" 0 0 0 0 0 0
"ENSG00000163751" 0 0 0 0 0 0
"ENSG00000287198" 0 0 0 0 0 1
"ENSG00000241627" 13 29 34 1 14 14
"ENSG00000163754" 968 1012 1233 512 678 617
"ENSG00000071794" 2378 2784 3245 1154 1286 1309
"ENSG00000239718" 0 0 0 0 0 0
"ENSG00000201031" 0 0 0 0 0 0
"ENSG00000240511" 0 0 0 0 0 0
"ENSG00000163755" 1128 1242 1470 604 670 627
"ENSG00000179407" 0 0 0 0 0 0
"ENSG00000242049" 0 0 0 0 0 0
"ENSG00000179348" 51 50 61 12 18 16
"ENSG00000244300" 7 6 6 0 8 3
"ENSG00000239405" 0 0 0 0 0 0
"ENSG00000286806" 0 0 2 0 0 0
"ENSG00000163902" 10390 18555 19185 9174 10432 8897
"ENSG00000277250" 0 0 0 0 0 0
"ENSG00000242551" 0 0 0 0 0 0
"ENSG00000207130" 0 0 0 0 0 0
"ENSG00000239503" 6 6 2 2 2 2
"ENSG00000198685" 0 0 0 0 0 0
"ENSG00000241535" 13 3 5 3 4 2
"ENSG00000179021" 1070 1548 1597 727 819 815
"ENSG00000242159" 0 0 0 0 0 0
"ENSG00000232830" 0 0 0 0 0 0
"ENSG00000282978" 5 2 2 0 0 0
"ENSG00000201554" 0 0 0 0 3 0
"ENSG00000175841" 0 2 0 0 0 0
"ENSG00000081154" 2118 1264 1989 611 691 1031
"ENSG00000242299" 367 601 643 323 368 450
"ENSG00000243396" 1 0 1 0 0 0
"ENSG00000252348" 0 0 0 0 0 0
"ENSG00000212319" 0 0 0 0 0 0
"ENSG00000201511" 0 0 0 0 1 2
"ENSG00000066422" 1223 1385 1515 787 835 773
"ENSG00000201121" 0 2 2 0 1 0
"ENSG00000256628" 55 87 61 33 35 34
"ENSG00000114391" 8969 22492 24056 10260 13468 11471
"ENSG00000286699" 24 28 17 22 25 26
"ENSG00000244119" 0 0 1 1 1 1
"ENSG00000182504" 1371 1667 2026 682 827 692
"ENSG00000174173" 1335 2202 2317 781 1077 927
"ENSG00000231845" 3 2 2 2 5 1
"ENSG00000240006" 5 5 5 2 6 3
"ENSG00000260633" 4 4 0 0 0 0
"ENSG00000214289" 1 2 2 3 3 4
"ENSG00000248377" 0 0 0 0 0 0
"ENSG00000214288" 0 0 0 0 0 0
"ENSG00000249691" 5 1 2 0 1 2
"ENSG00000174611" 7 7 4 6 10 3
"ENSG00000286982" 0 0 0 0 0 0
"ENSG00000253087" 0 0 1 0 0 0
"ENSG00000201413" 0 0 0 0 0 0
"ENSG00000180385" 63 43 39 19 23 13
"ENSG00000232901" 1 0 0 0 0 0
"ENSG00000206567" 30 66 35 28 32 21
"ENSG00000186162" 108 147 165 60 90 64
"ENSG00000201182" 0 2 1 0 0 0
"ENSG00000229217" 0 2 3 0 1 2
"ENSG00000163705" 1 1 6 0 0 1
"ENSG00000254999" 1205 1712 1860 1049 1179 1089
"ENSG00000287086" 0 0 0 0 0 0
"ENSG00000134070" 245 276 366 217 237 219
"ENSG00000272410" 0 0 0 0 0 0
"ENSG00000231177" 12 7 1 3 3 2
"ENSG00000157017" 7 8 6 2 5 5
"ENSG00000240288" 10 3 11 5 4 1
"ENSG00000276678" 0 0 0 0 0 0
"ENSG00000157020" 2266 3183 3432 1778 2134 2242
"ENSG00000264534" 0 0 0 0 0 0
"ENSG00000224424" 23 27 19 29 24 31
"ENSG00000178537" 311 496 516 381 430 341
"ENSG00000221883" 12 20 17 9 19 16
"ENSG00000235236" 15 12 16 11 15 7
"ENSG00000223343" 8 4 18 11 10 4
"ENSG00000273211" 0 0 0 0 0 0
"ENSG00000178467" 568 1003 1030 771 747 650
"ENSG00000285416" 7 11 3 4 5 3
"ENSG00000178252" 1204 1838 1821 875 1006 803
"ENSG00000178149" 660 1016 1078 656 755 541
"ENSG00000199032" 1 0 2 0 0 0
"ENSG00000178057" 682 1132 1216 621 710 558
"ENSG00000207605" 0 0 1 1 0 0
"ENSG00000272434" 0 1 0 0 2 1
"ENSG00000163661" 0 0 1 2 0 0
"ENSG00000286892" 1 0 3 0 0 1
"ENSG00000188817" 0 0 1 0 0 0
"ENSG00000224479" 7 4 0 3 1 2
"ENSG00000163632" 22 19 15 10 4 7
"ENSG00000163634" 804 1074 1155 500 561 516
"ENSG00000240549" 3 0 1 0 1 3
"ENSG00000280620" 4 3 5 1 1 0
"ENSG00000239653" 27 4 6 2 2 8
"ENSG00000271843" 13 5 5 4 2 7
"ENSG00000243410" 0 0 0 0 0 0
"ENSG00000272181" 1 1 1 0 2 0
"ENSG00000240912" 0 0 0 0 0 0
"ENSG00000151577" 0 0 0 0 0 0
"ENSG00000241490" 0 0 0 0 0 0
"ENSG00000240487" 0 0 0 0 0 0
"ENSG00000181847" 4 5 4 0 1 9
"ENSG00000259976" 0 0 0 0 0 0
"ENSG00000284134" 0 0 0 0 0 0
"ENSG00000241560" 98 42 52 18 36 43
"ENSG00000242290" 23 11 25 6 25 15
"ENSG00000241295" 1 4 2 2 2 3
"ENSG00000264623" 2 1 0 0 0 1
"ENSG00000239946" 4 1 0 0 0 3
"ENSG00000240002" 0 1 1 0 0 0
"ENSG00000242767" 2 3 0 0 0 0
"ENSG00000244157" 0 0 0 0 0 0
"ENSG00000181722" 3527 2318 2908 1583 1826 2038
"ENSG00000243969" 0 0 0 0 0 0
"ENSG00000243953" 0 0 0 0 0 0
"ENSG00000240666" 0 0 0 0 0 0
"ENSG00000241336" 0 0 0 0 2 0
"ENSG00000240045" 0 0 0 0 0 0
"ENSG00000242790" 0 0 0 0 0 0
"ENSG00000239443" 0 0 0 0 0 0
"ENSG00000076242" 2118 3643 3811 1559 1645 1528
"ENSG00000036828" 0 0 0 0 0 0
"ENSG00000134086" 333 332 429 219 239 205
"ENSG00000240747" 0 0 0 0 0 0
"ENSG00000168329" 1 2 0 5 6 3
"ENSG00000092345" 0 1 0 0 0 0
"ENSG00000151090" 313 384 486 360 366 373
"ENSG00000172020" 0 0 1 1 0 0
"ENSG00000174748" 28804 47120 51444 29962 34154 31530
"ENSG00000169714" 4611 7431 8184 2775 3531 3146
"ENSG00000154767" 314 220 351 153 155 171
"ENSG00000013297" 0 1 0 0 0 0
"ENSG00000073792" 208 189 207 75 83 98
"ENSG00000174255" 2 0 0 0 0 0
"ENSG00000144908" 7 5 12 12 22 11
"ENSG00000152642" 882 633 1005 313 351 448
"ENSG00000175193" 177 196 259 91 83 88
"ENSG00000163660" 1031 1305 1545 834 891 953
"ENSG00000144959" 1866 2702 2886 1049 1212 1114
"ENSG00000170876" 814 781 1091 437 395 512
"ENSG00000177565" 6777 9151 10162 4398 4848 4679
"ENSG00000180834" 22 42 46 20 4 3
"ENSG00000145107" 13 13 11 9 8 13
"ENSG00000198585" 229 294 358 162 259 227
"ENSG00000181744" 1052 1278 1449 572 640 613
"ENSG00000144840" 684 559 703 309 366 394
"ENSG00000163380" 11 13 11 10 2 7
"ENSG00000242992" 1 0 0 0 0 0
"ENSG00000244232" 1 0 1 0 0 0
"ENSG00000239483" 0 0 1 0 0 1
"ENSG00000244065" 0 0 0 0 0 0
"ENSG00000243022" 0 0 0 0 0 0
"ENSG00000242062" 0 0 0 0 0 0
"ENSG00000261159" 2 0 3 3 1 0
"ENSG00000231305" 2 3 2 4 1 2
"ENSG00000250796" 0 0 1 0 0 0
"ENSG00000287110" 11 2 4 1 1 0
"ENSG00000114656" 6 9 14 9 6 2
"ENSG00000279507" 0 0 0 0 0 0
"ENSG00000163635" 564 511 538 252 340 319
"ENSG00000241669" 0 0 0 0 0 0
"ENSG00000169064" 0 0 0 0 0 0
"ENSG00000181458" 57 63 89 113 122 121
"ENSG00000154175" 44 21 40 7 12 15
"ENSG00000239523" 29 34 21 12 13 9
"ENSG00000065534" 2839 2916 3432 2014 2050 2081
"ENSG00000250174" 0 0 0 0 2 1
"ENSG00000273123" 1 1 0 0 1 1
"ENSG00000207002" 0 0 0 0 0 0
"ENSG00000065371" 0 0 0 0 0 0
"ENSG00000266383" 0 0 0 0 0 0
"ENSG00000240622" 0 0 0 0 0 0
"ENSG00000075785" 843 599 792 354 368 527
"ENSG00000272166" 1 0 0 0 2 0
"ENSG00000275227" 3 8 16 5 11 3
"ENSG00000283971" 0 0 0 0 0 0
"ENSG00000238225" 0 0 0 0 0 0
"ENSG00000151092" 921 1573 1642 765 931 794
"ENSG00000213872" 7 8 11 2 5 0
"ENSG00000213871" 10 1 3 2 0 1
"ENSG00000151093" 299 650 698 317 340 281
"ENSG00000230891" 0 0 0 0 0 0
"ENSG00000145198" 89 76 116 55 56 51
"ENSG00000221120" 0 0 0 0 0 0
"ENSG00000214160" 877 1248 1354 504 624 427
"ENSG00000284753" 114 241 281 109 109 87
"ENSG00000284917" 0 0 0 0 0 0
"ENSG00000163888" 24 40 46 17 17 14
"ENSG00000175166" 5502 3526 5384 1461 1429 1959
"ENSG00000114867" 4477 3200 4040 1207 1259 1515
"ENSG00000212158" 0 0 0 0 0 0
"ENSG00000175182" 134 200 198 136 136 109
"ENSG00000114859" 59 60 72 37 22 36
"ENSG00000163882" 822 1374 1649 700 684 626
"ENSG00000090539" 7 4 5 5 7 6
"ENSG00000224153" 0 0 0 0 0 1
"ENSG00000283625" 0 0 0 0 0 0
"ENSG00000227509" 0 0 0 0 0 0
"ENSG00000200579" 2 0 0 0 1 0
"ENSG00000008226" 8 7 6 1 2 9
"ENSG00000231668" 0 0 0 0 0 0
"ENSG00000201965" 0 0 0 0 0 0
"ENSG00000060971" 230 277 275 147 132 173
"ENSG00000114354" 1718 1057 1328 592 696 921
"ENSG00000231243" 0 0 0 0 0 0
"ENSG00000206708" 0 0 0 0 0 0
"ENSG00000114742" 990 1152 1381 774 766 796
"ENSG00000268324" 0 4 0 1 7 1
"ENSG00000241186" 0 0 0 0 0 2
"ENSG00000283877" 0 0 0 0 0 0
"ENSG00000286570" 0 0 0 0 0 0
"ENSG00000251967" 0 0 0 0 0 0
"ENSG00000178038" 92 177 175 117 130 96
"ENSG00000181585" 2 3 4 1 5 1
"ENSG00000206549" 0 0 0 0 0 0
"ENSG00000283706" 0 0 0 0 0 0
"ENSG00000261603" 0 0 0 0 0 0
"ENSG00000188086" 0 0 0 0 0 0
"ENSG00000284672" 0 0 0 0 0 0
"ENSG00000286651" 0 0 0 0 0 0
"ENSG00000238013" 0 0 0 0 0 0
"ENSG00000226074" 0 0 0 0 0 0
"ENSG00000178055" 0 0 0 0 0 0
"ENSG00000160808" 1 3 0 4 5 0
"ENSG00000160801" 7 3 4 3 11 6
"ENSG00000273682" 3 1 1 0 1 0
"ENSG00000160796" 1086 716 1059 346 418 485
"ENSG00000236409" 6 5 3 2 1 1
"ENSG00000275940" 1 0 0 0 0 0
"ENSG00000229589" 26 33 25 12 27 25
"ENSG00000114739" 507 430 535 275 305 305
"ENSG00000157036" 332 218 329 102 123 161
"ENSG00000207512" 0 0 2 0 0 3
"ENSG00000230683" 5 2 3 0 1 1
"ENSG00000232439" 16 0 1 2 1 2
"ENSG00000240429" 5 3 7 6 6 8
"ENSG00000121864" 885 1212 1316 518 672 565
"ENSG00000260743" 9 18 8 5 6 9
"ENSG00000171109" 1205 1776 1981 959 1170 1077
"ENSG00000114450" 1036 1315 1517 546 558 527
"ENSG00000242539" 0 0 0 0 0 0
"ENSG00000272699" 1 2 4 0 0 3
"ENSG00000239255" 0 0 0 0 0 0
"ENSG00000181260" 0 0 0 0 0 0
"ENSG00000136518" 1053 1691 1728 619 669 679
"ENSG00000272910" 10 3 11 2 7 4
"ENSG00000272660" 5 8 4 8 7 4
"ENSG00000136522" 930 1513 1534 657 742 638
"ENSG00000239096" 0 0 0 0 0 0
"ENSG00000172936" 789 481 608 321 371 461
"ENSG00000187715" 0 0 0 0 0 0
"ENSG00000178772" 0 0 0 0 0 0
"ENSG00000172061" 13 1 12 1 0 2
"ENSG00000178732" 1 0 1 0 0 0
"ENSG00000133657" 6876 7205 8411 4212 4645 4547
"ENSG00000271483" 0 0 0 1 0 0
"ENSG00000233058" 14 11 15 8 15 11
"ENSG00000244675" 7 8 7 10 9 9
"ENSG00000252053" 0 0 0 0 0 0
"ENSG00000232873" 0 0 0 0 0 0
"ENSG00000231770" 46 60 63 44 71 41
"ENSG00000229334" 15 29 21 14 8 8
"ENSG00000272707" 5 0 3 0 1 0
"ENSG00000041802" 1026 1566 1683 750 780 618
"ENSG00000185112" 126 170 210 99 132 96
"ENSG00000134107" 975 1089 1350 748 904 923
"ENSG00000230182" 0 0 0 0 0 0
"ENSG00000224082" 0 0 0 0 0 0
"ENSG00000207283" 0 0 0 0 0 0
"ENSG00000237566" 0 0 0 0 0 0
"ENSG00000134108" 2200 2028 2539 1033 1183 1373
"ENSG00000233912" 8 3 7 3 3 7
"ENSG00000268509" 0 0 0 0 0 1
"ENSG00000134109" 1371 1009 1072 457 602 763
"ENSG00000265180" 0 0 0 0 0 0
"ENSG00000241227" 0 0 0 0 0 0
"ENSG00000230944" 2 0 0 0 0 0
"ENSG00000287882" 0 0 0 0 0 0
"ENSG00000260670" 0 0 0 0 0 0
"ENSG00000244345" 0 0 0 0 0 1
"ENSG00000199469" 0 0 0 0 0 0
"ENSG00000239568" 0 0 0 0 0 0
"ENSG00000242568" 0 0 0 0 0 0
"ENSG00000242775" 0 0 0 0 0 0
"ENSG00000244586" 6 16 20 5 9 5
"ENSG00000242317" 0 0 0 0 0 0
"ENSG00000187672" 3 7 5 2 1 2
"ENSG00000240777" 0 0 0 0 0 0
"ENSG00000281708" 0 0 0 0 0 0
"ENSG00000264013" 0 0 0 0 0 0
"ENSG00000200379" 0 0 0 0 0 0
"ENSG00000200238" 0 0 0 0 0 0
"ENSG00000180376" 191 193 270 95 125 92
"ENSG00000240265" 0 0 0 0 0 0
"ENSG00000240842" 0 0 0 0 0 0
"ENSG00000241667" 0 0 0 0 0 0
"ENSG00000241665" 1 0 2 0 0 5
"ENSG00000168356" 0 2 0 2 0 0
"ENSG00000177383" 379 618 735 370 420 348
"ENSG00000272970" 15 20 30 30 24 34
"ENSG00000229433" 0 0 0 4 0 0
"ENSG00000273403" 2 4 0 1 0 6
"ENSG00000272922" 0 0 0 2 0 0
"ENSG00000288576" 0 0 0 0 0 0
"ENSG00000187068" 12 5 2 1 2 0
