"TT1" "TT2" "TT3" "TT25" "TT26" "TT27"
"ENSG00000186407" 0 0 0 0 1 0
"ENSG00000233635" 0 0 1 3 1 0
"ENSG00000266173" 52 63 53 33 40 26
"ENSG00000141570" 414 1049 1022 500 643 487
"ENSG00000169738" 647 1511 1543 597 716 628
"ENSG00000173918" 692 1118 1231 818 922 745
"ENSG00000264617" 0 0 0 0 0 0
"ENSG00000262768" 0 1 0 0 0 0
"ENSG00000224254" 0 3 0 0 0 0
"ENSG00000272134" 3 0 0 0 0 0
"ENSG00000262585" 4 2 4 2 2 8
"ENSG00000159217" 2885 1699 2365 911 936 1155
"ENSG00000005381" 0 0 0 0 0 0
"ENSG00000263252" 0 0 0 0 0 0
"ENSG00000265784" 0 0 0 0 0 0
"ENSG00000265935" 0 0 0 0 0 0
"ENSG00000062716" 6828 8883 9848 5545 6397 6595
"ENSG00000264164" 0 0 0 0 0 0
"ENSG00000267198" 9 2 8 1 1 2
"ENSG00000267535" 0 0 0 0 0 0
"ENSG00000265096" 4 7 4 11 4 5
"ENSG00000263069" 53 91 105 68 65 87
"ENSG00000266821" 0 0 0 0 0 1
"ENSG00000068097" 1224 1411 1676 668 730 701
"ENSG00000232457" 1 0 0 1 1 0
"ENSG00000141519" 32 21 32 16 23 30
"ENSG00000279273" 0 0 0 0 0 0
"ENSG00000266076" 0 1 1 4 1 1
"ENSG00000286788" 0 0 0 0 1 0
"ENSG00000262580" 2 4 4 2 4 10
"ENSG00000279059" 65 35 53 15 21 36
"ENSG00000241913" 10 8 14 5 3 3
"ENSG00000267361" 0 0 0 0 0 0
"ENSG00000108592" 663 358 567 171 160 213
"ENSG00000232083" 0 0 0 0 0 0
"ENSG00000171302" 1817 1778 1971 814 847 991
"ENSG00000011258" 421 394 450 222 276 293
"ENSG00000170832" 1933 1684 2110 1077 1153 1261
"ENSG00000141582" 1243 2130 2037 1145 1238 876
"ENSG00000288036" 0 0 0 0 0 0
"ENSG00000267601" 0 0 0 0 0 0
"ENSG00000265246" 0 0 0 0 0 0
"ENSG00000262271" 0 0 0 0 0 0
"ENSG00000062725" 1713 2070 2373 1183 1330 1329
"ENSG00000276863" 6 6 14 3 11 1
"ENSG00000265118" 0 0 2 0 0 0
"ENSG00000270781" 2 1 0 0 0 0
"ENSG00000272220" 0 0 0 0 0 0
"ENSG00000231625" 8 0 5 3 2 0
"ENSG00000267772" 0 0 0 0 0 0
"ENSG00000271587" 0 0 0 0 0 0
"ENSG00000279372" 0 1 1 1 0 0
"ENSG00000267637" 11 1 2 0 1 3
"ENSG00000136487" 0 0 0 0 0 0
"ENSG00000214174" 87 106 107 83 104 93
"ENSG00000224011" 0 0 0 0 0 0
"ENSG00000264569" 2 9 1 1 1 0
"ENSG00000235546" 0 0 0 0 0 0
"ENSG00000154240" 180 261 281 146 214 180
"ENSG00000275710" 2 20 6 8 6 7
"ENSG00000267318" 0 0 0 0 0 0
"ENSG00000267065" 0 0 0 0 0 0
"ENSG00000266970" 5 7 11 10 10 6
"ENSG00000141371" 0 1 2 0 2 0
"ENSG00000262772" 4 2 6 3 8 2
"ENSG00000279089" 66 61 90 35 27 51
"ENSG00000267737" 0 7 7 5 6 4
"ENSG00000136488" 0 0 0 0 0 0
"ENSG00000266598" 3 0 3 0 2 1
"ENSG00000141568" 2130 2302 2663 1327 1402 1312
"ENSG00000262094" 0 0 0 0 0 0
"ENSG00000267432" 3 4 2 1 3 0
"ENSG00000169683" 998 1954 2014 676 810 560
"ENSG00000262000" 0 0 0 0 0 0
"ENSG00000265982" 2 3 3 3 1 0
"ENSG00000232938" 0 0 0 0 0 0
"ENSG00000279143" 0 0 0 0 0 0
"ENSG00000228118" 0 0 0 0 0 0
"ENSG00000154265" 205 242 250 209 281 266
"ENSG00000214176" 121 98 151 73 64 75
"ENSG00000271340" 0 0 0 0 0 0
"ENSG00000055483" 752 665 834 269 330 376
"ENSG00000166263" 2045 2090 2354 1176 1345 1324
"ENSG00000273702" 21 43 38 22 24 26
"ENSG00000287539" 1 0 6 1 2 8
"ENSG00000169689" 2423 4819 5119 1233 1518 1064
"ENSG00000286387" 0 0 0 0 0 0
"ENSG00000267203" 1 0 4 0 0 0
"ENSG00000272400" 0 0 0 0 0 0
"ENSG00000173894" 398 531 637 215 238 144
"ENSG00000267095" 0 0 0 0 0 0
"ENSG00000182156" 0 1 0 0 0 0
"ENSG00000262902" 0 0 0 0 0 0
"ENSG00000181045" 150 167 180 118 125 91
"ENSG00000141543" 2294 1040 1847 535 542 868
"ENSG00000087157" 379 636 699 340 392 309
"ENSG00000173838" 0 4 5 0 1 3
"ENSG00000267440" 0 0 0 0 0 0
"ENSG00000173821" 11175 4591 7621 2851 2802 4564
"ENSG00000279259" 25 12 28 7 24 10
"ENSG00000141179" 161 196 186 130 116 192
"ENSG00000108679" 1545 1405 1722 890 1068 1066
"ENSG00000108669" 253 225 318 102 117 149
"ENSG00000087191" 599 463 598 242 271 261
"ENSG00000279339" 1 0 0 0 1 1
"ENSG00000279570" 2 0 0 0 0 2
"ENSG00000275479" 2 9 6 4 2 10
"ENSG00000267491" 0 0 0 0 0 0
"ENSG00000266129" 0 1 6 1 0 0
"ENSG00000188933" 11 6 8 5 8 3
"ENSG00000212719" 338 230 285 66 83 139
"ENSG00000266777" 5 3 7 3 3 2
"ENSG00000264958" 4 2 1 0 0 0
"ENSG00000263860" 0 0 0 0 0 0
"ENSG00000141298" 572 331 482 232 238 290
"ENSG00000264070" 34 34 33 13 22 15
"ENSG00000260785" 0 0 0 0 0 0
"ENSG00000108604" 2554 4527 4717 1911 2357 1811
"ENSG00000166292" 0 0 0 1 0 0
"ENSG00000264497" 1 4 1 0 0 0
"ENSG00000213246" 0 5 0 2 0 0
"ENSG00000159224" 35 90 76 49 56 68
"ENSG00000263278" 8 6 16 0 6 4
"ENSG00000180340" 2240 3574 3757 1579 2049 1539
"ENSG00000280122" 0 0 0 1 1 0
"ENSG00000250838" 38 64 54 12 19 24
"ENSG00000267790" 0 0 0 0 0 0
"ENSG00000277613" 0 0 0 0 0 0
"ENSG00000263882" 1 0 0 0 0 0
"ENSG00000252456" 0 0 0 0 0 0
"ENSG00000274300" 0 0 0 0 0 0
"ENSG00000278517" 0 0 0 0 0 0
"ENSG00000274860" 0 0 0 0 0 0
"ENSG00000251812" 0 0 0 0 0 0
"ENSG00000200914" 0 0 0 0 0 0
"ENSG00000251829" 0 0 0 0 0 0
"ENSG00000206730" 0 0 0 0 0 0
"ENSG00000206618" 0 0 0 0 0 0
"ENSG00000274111" 0 0 0 0 0 0
"ENSG00000207839" 4 13 11 11 12 7
"ENSG00000277947" 0 0 0 0 0 0
"ENSG00000281000" 0 0 0 0 0 0
"ENSG00000273948" 0 0 0 0 0 0
"ENSG00000274836" 0 0 0 0 0 0
"ENSG00000264468" 0 1 0 0 0 0
"ENSG00000283301" 0 0 0 0 0 0
"ENSG00000277108" 0 0 0 0 0 0
"ENSG00000277370" 0 0 0 0 0 0
"ENSG00000277512" 0 0 0 0 0 0
"ENSG00000263815" 0 0 0 0 0 0
"ENSG00000251818" 0 0 0 0 0 0
"ENSG00000252446" 0 0 0 0 0 0
"ENSG00000276088" 3 3 3 0 1 0
"ENSG00000202389" 0 0 0 0 0 0
"ENSG00000252383" 3 2 4 0 0 2
"ENSG00000199674" 3 15 13 6 2 3
"ENSG00000239221" 3 0 0 0 0 3
"ENSG00000221355" 0 0 0 0 0 0
"ENSG00000207132" 0 3 0 0 3 0
"ENSG00000201255" 0 0 0 0 0 0
"ENSG00000212618" 0 0 0 0 0 0
"ENSG00000263583" 0 1 0 0 0 0
"ENSG00000265976" 1 0 0 0 0 0
"ENSG00000283978" 0 0 0 0 0 0
"ENSG00000221038" 0 0 0 0 0 0
"ENSG00000252657" 0 0 0 0 0 0
"ENSG00000239129" 0 0 0 0 0 0
"ENSG00000265444" 0 0 0 0 0 0
"ENSG00000202026" 0 0 0 0 0 0
"ENSG00000252112" 0 0 0 0 0 2
"ENSG00000253058" 1 3 2 0 0 0
"ENSG00000239595" 0 0 0 0 0 0
"ENSG00000222679" 3 1 1 1 2 0
"ENSG00000265889" 0 0 0 0 0 0
"ENSG00000264862" 0 0 0 2 0 0
"ENSG00000252370" 0 0 0 0 0 0
"ENSG00000277029" 0 0 0 0 0 0
"ENSG00000284424" 0 0 0 0 0 0
"ENSG00000283772" 0 0 0 0 0 0
"ENSG00000274663" 0 0 0 0 0 0
"ENSG00000207614" 1 0 2 6 4 2
"ENSG00000275006" 0 0 0 0 0 0
"ENSG00000274054" 0 1 1 0 0 0
"ENSG00000276036" 0 0 0 0 0 0
"ENSG00000274607" 2 0 0 0 1 0
"ENSG00000274284" 0 0 0 0 0 0
"ENSG00000276014" 0 0 0 0 0 0
"ENSG00000284144" 0 0 0 0 0 0
"ENSG00000274621" 0 0 0 0 0 0
"ENSG00000238793" 2 4 8 1 1 0
"ENSG00000283721" 0 0 0 0 0 0
"ENSG00000241631" 0 0 0 0 3 0
"ENSG00000252699" 0 0 0 0 0 0
"ENSG00000252618" 0 0 0 0 0 0
"ENSG00000199293" 0 0 0 0 0 0
"ENSG00000266274" 0 2 0 0 0 0
"ENSG00000212190" 3 0 0 0 0 0
"ENSG00000222881" 17 27 25 6 15 12
"ENSG00000222363" 0 0 0 0 0 0
"ENSG00000201178" 0 0 0 0 0 0
"ENSG00000265178" 0 0 0 0 2 0
"ENSG00000253064" 0 0 0 0 0 0
"ENSG00000202205" 1 2 0 1 0 0
"ENSG00000284162" 0 0 0 0 0 0
"ENSG00000283796" 0 0 0 0 0 0
"ENSG00000222777" 0 0 0 0 0 1
"ENSG00000275238" 2 1 1 2 0 0
"ENSG00000252129" 0 0 0 0 0 0
"ENSG00000274164" 0 0 0 0 0 0
"ENSG00000273627" 0 0 0 0 0 0
"ENSG00000223125" 0 0 0 0 0 0
"ENSG00000201920" 0 0 0 0 0 0
"ENSG00000239542" 0 0 0 0 0 0
"ENSG00000207011" 0 0 0 0 0 0
"ENSG00000283935" 0 0 0 0 0 0
"ENSG00000252882" 0 0 0 0 0 0
"ENSG00000207297" 0 0 0 0 0 0
"ENSG00000252279" 0 0 0 0 0 0
"ENSG00000252729" 0 0 0 0 0 0
"ENSG00000252039" 0 0 0 0 0 0
"ENSG00000278770" 4 0 1 0 0 0
"ENSG00000210709" 0 0 0 0 0 0
"ENSG00000278447" 0 0 1 0 0 0
"ENSG00000277084" 0 0 0 0 0 0
"ENSG00000284344" 0 0 0 0 0 0
"ENSG00000284399" 0 0 0 0 0 0
"ENSG00000278109" 0 0 0 0 0 0
"ENSG00000264999" 0 0 0 0 0 0
"ENSG00000277198" 0 0 0 0 0 1
"ENSG00000206805" 0 0 0 0 0 0
"ENSG00000251763" 0 0 0 0 0 0
"ENSG00000221739" 0 0 0 0 0 0
"ENSG00000284055" 0 0 0 0 0 0
"ENSG00000244514" 1 0 1 0 0 0
"ENSG00000238419" 0 0 0 0 0 0
"ENSG00000263602" 0 0 0 0 0 0
"ENSG00000210741" 5 1 6 4 7 2
"ENSG00000277057" 0 0 0 0 0 0
"ENSG00000207947" 0 0 0 0 0 0
"ENSG00000207306" 0 0 0 0 0 0
"ENSG00000273750" 0 0 0 0 0 0
"ENSG00000274585" 0 0 0 2 0 1
"ENSG00000200538" 0 0 0 0 0 0
"ENSG00000277542" 0 0 0 0 0 0
"ENSG00000278672" 0 0 0 0 0 0
"ENSG00000275616" 0 0 0 0 0 0
"ENSG00000206954" 0 0 0 0 0 1
"ENSG00000273709" 0 1 2 0 1 0
"ENSG00000274432" 0 1 0 0 0 0
"ENSG00000278048" 10 13 35 18 24 7
"ENSG00000276596" 0 0 0 0 0 0
"ENSG00000277903" 0 0 0 0 0 0
"ENSG00000278774" 0 1 0 0 6 8
"ENSG00000274862" 0 0 0 0 0 0
"ENSG00000274062" 0 0 0 0 0 0
"ENSG00000274452" 0 0 0 0 1 1
"ENSG00000275219" 0 0 0 0 0 0
"ENSG00000278591" 0 0 0 0 0 0
"ENSG00000284038" 0 0 0 0 0 0
"ENSG00000201524" 3 0 2 0 0 1
"ENSG00000200903" 0 0 0 0 0 0
"ENSG00000238804" 0 0 0 0 0 0
"ENSG00000207552" 0 0 0 0 0 0
"ENSG00000201340" 3 5 7 1 3 0
"ENSG00000200013" 2 4 0 0 0 1
"ENSG00000212565" 2 0 0 0 0 0
"ENSG00000264049" 0 0 0 0 0 0
"ENSG00000252577" 0 0 1 0 3 1
"ENSG00000255851" 0 0 0 0 0 0
"ENSG00000251764" 0 0 0 0 0 0
"ENSG00000212195" 1 4 2 6 3 7
"ENSG00000239932" 0 0 0 0 0 0
"ENSG00000273500" 0 0 0 0 3 0
"ENSG00000276601" 0 0 0 0 0 0
"ENSG00000199426" 0 0 0 0 0 0
"ENSG00000252636" 1 0 1 0 0 0
"ENSG00000252534" 0 2 1 0 0 0
"ENSG00000251865" 0 0 0 0 0 0
"ENSG00000244044" 0 0 5 0 2 0
"ENSG00000206917" 0 0 0 0 0 0
"ENSG00000264322" 0 1 0 0 0 0
"ENSG00000278581" 0 0 0 0 0 0
"ENSG00000252242" 0 0 2 0 0 0
"ENSG00000200997" 0 1 1 1 0 0
"ENSG00000252685" 0 0 0 0 0 0
"ENSG00000284172" 0 0 0 0 0 0
"ENSG00000251698" 0 0 0 0 0 0
"ENSG00000207943" 0 2 1 0 0 0
"ENSG00000207123" 0 0 0 0 0 0
"ENSG00000251809" 0 0 0 0 0 0
"ENSG00000252352" 0 0 0 0 0 0
"ENSG00000200783" 0 0 0 0 0 1
"ENSG00000238759" 0 0 0 0 0 0
"ENSG00000265331" 0 0 0 0 0 0
"ENSG00000264399" 0 0 2 0 0 0
"ENSG00000283385" 0 0 0 0 0 0
"ENSG00000252274" 5 4 5 3 2 6
"ENSG00000276202" 0 0 0 0 0 0
"ENSG00000242398" 0 0 0 0 0 0
"ENSG00000200842" 0 0 0 0 0 0
"ENSG00000266665" 0 0 0 0 0 0
"ENSG00000200107" 0 0 0 0 0 0
"ENSG00000252653" 0 0 0 0 0 0
"ENSG00000200063" 1 9 7 2 2 1
"ENSG00000200619" 0 0 0 0 0 0
"ENSG00000264961" 0 0 0 1 0 0
"ENSG00000201547" 0 0 0 0 0 0
"ENSG00000252391" 6 2 0 0 0 1
"ENSG00000264840" 0 0 0 0 0 0
"ENSG00000244610" 0 0 0 0 0 0
"ENSG00000243426" 0 0 0 0 0 0
"ENSG00000207410" 0 0 0 0 0 0
"ENSG00000263690" 0 0 0 0 0 0
"ENSG00000207688" 0 0 0 0 0 0
"ENSG00000284190" 0 0 0 0 0 0
"ENSG00000265561" 0 0 0 0 0 0
"ENSG00000284353" 0 0 0 0 0 0
"ENSG00000200021" 0 0 0 0 0 0
"ENSG00000243870" 0 0 0 0 1 0
"ENSG00000284186" 0 0 0 0 0 0
"ENSG00000212149" 0 0 0 0 0 0
"ENSG00000266967" 14 11 11 7 11 11
"ENSG00000108825" 0 0 0 0 0 0
"ENSG00000198863" 281 153 220 125 105 135
"ENSG00000279917" 1 0 0 0 0 0
"ENSG00000279361" 0 0 0 0 0 0
"ENSG00000288109" 1 1 0 0 0 0
"ENSG00000130935" 2536 3600 4117 1241 1555 1452
"ENSG00000200394" 6 0 2 0 3 0
"ENSG00000266858" 0 0 0 0 0 0
"ENSG00000213179" 0 0 0 0 0 1
"ENSG00000171634" 1855 1075 1513 681 714 903
"ENSG00000266717" 2 0 0 0 2 0
"ENSG00000279573" 0 5 0 2 2 0
"ENSG00000279880" 3 1 2 3 2 3
"ENSG00000265052" 0 0 0 0 0 0
"ENSG00000266117" 0 0 0 0 1 0
"ENSG00000265055" 4 9 5 3 2 0
"ENSG00000237854" 151 208 290 134 135 129
"ENSG00000267023" 274 189 305 159 154 186
"ENSG00000278730" 236 207 242 153 187 180
"ENSG00000274561" 109 68 100 41 74 68
"ENSG00000277476" 135 155 189 140 127 99
"ENSG00000267352" 0 0 0 0 0 0
"ENSG00000267708" 0 1 0 0 0 0
"ENSG00000278740" 0 0 0 0 0 0
"ENSG00000267731" 2 0 5 0 0 1
"ENSG00000267472" 0 0 0 0 0 0
"ENSG00000265100" 13 24 15 14 8 6
"ENSG00000108932" 27 20 29 4 11 7
"ENSG00000070540" 197 300 290 302 322 314
"ENSG00000207561" 6 14 7 6 7 7
"ENSG00000072210" 7920 12344 13552 7519 8454 7099
"ENSG00000264932" 12 11 8 2 2 7
"ENSG00000275982" 0 0 0 0 0 0
"ENSG00000252349" 4 1 1 0 5 0
"ENSG00000262681" 2 1 0 0 1 2
"ENSG00000264785" 14 9 21 10 13 11
"ENSG00000108602" 14432 23966 25786 9799 12416 10327
"ENSG00000230607" 0 0 3 0 0 0
"ENSG00000083290" 559 601 831 423 471 466
"ENSG00000231096" 0 0 0 0 0 0
"ENSG00000279251" 1 1 1 1 0 0
"ENSG00000276406" 1 4 0 0 0 1
"ENSG00000270091" 3 12 8 4 3 8
"ENSG00000285785" 0 0 0 0 0 0
"ENSG00000286732" 4 8 5 7 3 1
"ENSG00000279555" 1 0 5 4 0 0
"ENSG00000279281" 0 6 1 0 3 5
"ENSG00000266100" 1 0 0 2 0 0
"ENSG00000280028" 2 6 0 0 4 4
"ENSG00000263499" 5 1 2 0 0 3
"ENSG00000242889" 0 1 0 1 0 1
"ENSG00000238447" 0 0 0 0 0 0
"ENSG00000166329" 0 0 0 0 0 0
"ENSG00000265542" 0 2 0 2 2 1
"ENSG00000222976" 0 0 0 0 0 0
"ENSG00000181610" 1897 4075 4240 1704 1974 1681
"ENSG00000264914" 11 1 4 8 1 2
"ENSG00000214860" 0 0 0 0 0 0
"ENSG00000264177" 0 0 0 0 0 0
"ENSG00000267441" 0 0 0 0 0 0
"ENSG00000275206" 0 0 0 0 0 0
"ENSG00000204471" 0 0 0 0 0 0
"ENSG00000220161" 1 1 2 4 3 0
"ENSG00000205266" 0 0 0 0 0 0
"ENSG00000266162" 0 0 0 0 0 0
"ENSG00000186831" 0 0 0 0 0 0
"ENSG00000214856" 0 0 0 0 0 0
"ENSG00000229526" 0 0 0 0 0 0
"ENSG00000227919" 0 0 0 0 0 0
"ENSG00000267492" 0 0 0 0 0 0
"ENSG00000230662" 0 0 0 0 0 0
"ENSG00000171916" 1 1 2 1 3 0
"ENSG00000167494" 0 0 0 0 0 0
"ENSG00000227689" 0 0 0 0 0 0
"ENSG00000154874" 95 77 93 45 43 61
"ENSG00000227077" 2 0 0 0 0 0
"ENSG00000276532" 3 0 2 2 1 3
"ENSG00000189375" 0 0 0 0 0 0
"ENSG00000262262" 0 0 0 0 0 0
"ENSG00000287058" 0 0 0 0 0 0
"ENSG00000174977" 338 671 618 241 300 270
"ENSG00000224126" 0 3 3 1 1 5
"ENSG00000265693" 0 0 0 0 0 0
"ENSG00000171931" 15 27 22 12 11 4
"ENSG00000171928" 1125 2226 2338 1058 1121 1074
"ENSG00000265478" 13 14 14 5 12 3
"ENSG00000250111" 1 1 1 0 0 0
"ENSG00000274747" 0 0 0 0 0 0
"ENSG00000264273" 1 3 1 4 0 0
"ENSG00000233327" 0 3 0 0 0 1
"ENSG00000273018" 13 0 6 4 7 3
"ENSG00000201489" 0 1 0 0 0 0
"ENSG00000239697" 25 38 47 21 30 36
"ENSG00000248871" 0 0 0 0 0 0
"ENSG00000276384" 0 0 0 1 0 0
"ENSG00000161956" 526 1090 1194 430 522 485
"ENSG00000277957" 7 8 5 0 2 6
"ENSG00000264772" 1 3 4 4 1 3
"ENSG00000209582" 0 0 0 0 0 0
"ENSG00000238917" 0 0 0 0 0 0
"ENSG00000277985" 0 0 0 0 0 0
"ENSG00000129226" 0 0 0 0 0 0
"ENSG00000233223" 90 179 208 135 138 114
"ENSG00000129255" 2648 4498 4592 1824 1922 1650
"ENSG00000129194" 12 19 39 25 16 15
"ENSG00000129245" 797 1496 1619 635 797 605
"ENSG00000129214" 3 5 1 6 1 1
"ENSG00000141504" 262 464 499 425 550 457
"ENSG00000129244" 0 0 0 1 0 0
"ENSG00000108947" 18 19 15 15 19 29
"ENSG00000183914" 0 6 2 8 5 15
"ENSG00000240480" 0 0 0 0 0 0
"ENSG00000262628" 0 0 0 0 0 0
"ENSG00000262085" 0 0 0 0 0 0
"ENSG00000142163" 0 0 0 0 0 0
"ENSG00000252283" 2 0 0 0 0 0
"ENSG00000240873" 1 1 0 0 0 0
"ENSG00000287721" 2 4 2 1 0 8
"ENSG00000267644" 1 0 1 1 0 0
"ENSG00000237575" 1 10 2 6 1 2
"ENSG00000267259" 0 0 0 0 0 0
"ENSG00000266830" 0 0 0 0 0 0
"ENSG00000263788" 0 0 0 0 0 0
"ENSG00000264486" 0 0 0 0 0 0
"ENSG00000260777" 0 0 1 0 6 0
"ENSG00000266306" 0 0 0 0 0 0
"ENSG00000264029" 0 0 0 0 0 0
"ENSG00000265480" 1 0 0 0 0 0
"ENSG00000109084" 4209 5186 5869 2738 3192 3014
"ENSG00000109079" 1571 1971 2275 1156 1316 1206
"ENSG00000004142" 2475 2852 3335 1317 1590 1514
"ENSG00000244045" 71 154 174 79 90 72
"ENSG00000258924" 0 0 0 0 0 0
"ENSG00000284532" 0 0 0 0 0 0
"ENSG00000265618" 0 0 0 0 0 0
"ENSG00000274529" 3 0 0 0 0 2
"ENSG00000273171" 0 0 0 0 0 0
"ENSG00000109072" 514 540 713 546 528 544
"ENSG00000277450" 0 0 0 0 0 0
"ENSG00000279532" 0 0 0 0 0 0
"ENSG00000265060" 0 0 0 0 0 0
"ENSG00000197879" 5992 6470 7181 3132 3578 3379
"ENSG00000132376" 651 976 1135 705 755 663
"ENSG00000236618" 41 65 74 39 44 35
"ENSG00000174238" 584 383 607 230 213 384
"ENSG00000243704" 0 0 0 0 0 0
"ENSG00000074660" 0 4 5 5 8 5
"ENSG00000167705" 225 335 392 141 238 153
"ENSG00000174231" 9631 4034 7099 2432 2305 3671
"ENSG00000277597" 0 0 1 0 0 1
"ENSG00000185561" 67 67 67 62 72 58
"ENSG00000186594" 203 253 279 160 195 164
"ENSG00000283824" 0 0 0 0 0 0
"ENSG00000167711" 197 340 357 393 411 284
"ENSG00000132386" 20 19 17 17 21 12
"ENSG00000186532" 463 564 535 192 241 227
"ENSG00000132383" 2213 1419 2127 666 601 876
"ENSG00000108958" 6 0 5 2 1 0
"ENSG00000249459" 70 90 87 38 50 44
"ENSG00000187870" 0 0 0 0 0 0
"ENSG00000218454" 0 0 0 0 0 0
"ENSG00000213671" 0 0 0 0 1 0
"ENSG00000226549" 0 3 0 0 5 2
"ENSG00000264215" 0 0 0 0 0 0
"ENSG00000264662" 0 0 0 0 0 0
"ENSG00000226981" 5 1 2 0 1 1
"ENSG00000266369" 0 0 0 0 0 0
"ENSG00000252483" 0 0 0 0 0 0
"ENSG00000265790" 0 0 0 0 0 0
"ENSG00000265099" 0 0 0 0 0 0
"ENSG00000244456" 0 0 0 0 0 0
"ENSG00000264660" 0 0 0 0 0 0
"ENSG00000256124" 13 18 19 6 11 8
"ENSG00000226101" 0 0 0 2 0 0
"ENSG00000125398" 380 159 300 172 175 287
"ENSG00000264026" 2 0 0 2 0 1
"ENSG00000228639" 1 1 2 1 1 0
"ENSG00000288605" 0 0 0 0 0 0
"ENSG00000234899" 2 1 4 4 5 2
"ENSG00000265547" 0 0 0 0 0 0
"ENSG00000265964" 0 0 0 0 0 0
"ENSG00000264589" 0 1 1 0 0 0
"ENSG00000185294" 0 0 0 0 0 0
"ENSG00000279685" 2 0 0 0 0 0
"ENSG00000262881" 0 0 0 0 2 0
"ENSG00000274883" 0 0 0 0 0 0
"ENSG00000256762" 0 0 0 0 0 0
"ENSG00000262372" 0 0 0 0 0 0
"ENSG00000214401" 56 69 102 67 88 55
"ENSG00000238723" 0 0 0 1 0 0
"ENSG00000277478" 0 0 0 0 0 0
"ENSG00000250310" 0 0 0 0 0 0
"ENSG00000121067" 712 1206 1269 665 782 715
"ENSG00000121073" 1511 2696 2985 1337 1445 1308
"ENSG00000250751" 0 2 0 0 2 0
"ENSG00000121104" 13 12 19 6 11 19
"ENSG00000136504" 1647 1340 1756 681 772 796
"ENSG00000235183" 1 6 7 2 6 4
"ENSG00000262837" 2 12 16 3 2 4
"ENSG00000176358" 4 2 5 0 3 1
"ENSG00000204584" 47 79 86 15 29 21
"ENSG00000248954" 0 0 0 0 0 0
"ENSG00000254039" 0 0 0 0 0 0
"ENSG00000249176" 0 0 0 0 0 0
"ENSG00000199492" 0 0 0 0 0 0
"ENSG00000108813" 13 15 16 16 16 13
"ENSG00000064195" 0 0 0 0 0 0
"ENSG00000248172" 0 1 0 0 0 0
"ENSG00000246640" 15 8 23 3 7 8
"ENSG00000141577" 108 162 160 62 71 38
"ENSG00000262115" 0 5 3 4 1 5
"ENSG00000260005" 20 24 42 24 26 17
"ENSG00000224877" 1525 3018 3062 897 1096 838
"ENSG00000157637" 2450 3782 4150 1998 2266 1737
"ENSG00000276101" 0 0 0 0 0 0
"ENSG00000279187" 13 13 18 11 6 9
"ENSG00000185168" 8 9 4 15 11 9
"ENSG00000185332" 15 12 19 21 21 20
"ENSG00000287431" 33 79 81 66 45 55
"ENSG00000263154" 0 0 0 0 0 0
"ENSG00000262223" 2 0 0 0 0 2
"ENSG00000274833" 2 6 6 4 3 5
"ENSG00000262877" 30 18 27 21 23 16
"ENSG00000279692" 27 30 47 24 27 26
"ENSG00000266392" 1 2 3 1 0 0
"ENSG00000266189" 1 0 2 0 0 0
"ENSG00000263271" 0 0 0 0 0 0
"ENSG00000278200" 0 0 0 0 0 0
"ENSG00000229848" 16 35 53 41 23 21
"ENSG00000185504" 960 1458 1588 804 900 666
"ENSG00000207021" 4 0 0 0 0 0
"ENSG00000265853" 0 0 0 0 0 0
"ENSG00000128438" 0 0 0 0 0 0
"ENSG00000240505" 0 0 0 0 0 0
"ENSG00000230709" 0 0 0 0 0 0
"ENSG00000230969" 0 1 0 0 0 0
"ENSG00000260328" 33 52 55 32 36 29
"ENSG00000287114" 46 117 95 60 50 59
"ENSG00000287910" 8 2 5 6 3 4
"ENSG00000225442" 25 28 21 25 24 34
"ENSG00000263624" 26 21 17 12 6 14
"ENSG00000206859" 9 1 4 0 7 0
"ENSG00000243370" 4 4 6 0 4 1
"ENSG00000278864" 107 63 68 44 37 25
"ENSG00000179598" 71 78 55 15 20 34
"ENSG00000264187" 0 0 1 0 0 0
"ENSG00000154803" 335 528 533 381 396 303
"ENSG00000266498" 3 0 1 4 3 0
"ENSG00000226359" 0 3 1 0 0 6
"ENSG00000141030" 3978 7400 7865 2758 3115 2640
"ENSG00000205309" 438 754 826 374 386 316
"ENSG00000215030" 492 1676 1696 797 1086 765
"ENSG00000227158" 0 0 0 0 0 0
"ENSG00000230865" 0 0 0 0 0 0
"ENSG00000201741" 0 0 0 0 0 0
"ENSG00000141026" 410 785 817 388 429 403
"ENSG00000108551" 4 18 19 26 27 26
"ENSG00000259207" 55 22 51 12 9 8
"ENSG00000131469" 9802 20504 22266 10898 11991 11609
"ENSG00000277399" 7 1 6 0 2 1
"ENSG00000167280" 142 144 207 103 100 92
"ENSG00000268320" 0 0 0 0 0 0
"ENSG00000141499" 622 1110 1255 403 411 327
"ENSG00000167080" 11 12 3 7 3 4
"ENSG00000181291" 0 0 0 0 2 1
"ENSG00000068079" 106 142 185 123 110 117
"ENSG00000221926" 2990 6164 6575 3196 3686 3231
"ENSG00000178307" 238 354 403 201 235 190
"ENSG00000120088" 1 3 1 3 7 4
"ENSG00000108774" 976 1236 1323 479 558 540
"ENSG00000040531" 476 648 754 306 379 281
"ENSG00000159184" 72 102 100 92 82 90
"ENSG00000241322" 55 36 60 31 27 42
"ENSG00000171360" 0 0 0 0 0 0
"ENSG00000182575" 0 2 0 1 0 1
"ENSG00000167258" 2233 1932 2408 801 911 982
